,Conference,Location,Points,FG made,FG attempts,3P made,3P attempts,FT made,FT attempts,Off Reb,Team Reb,Assists,Steals,Blocks,turnovers,Pers Fouls,Opponent Conf,Points opp,FG made opp,FG attempts opp,3P made opp,3P attempts opp,FT made opp,FT attempts opp,Off Reb opp,Team Reb opp,Assists opp,Steals opp,Blocks opp,turnovers opp,Pers Fouls opp
0,SEC,@,56,21,65,4,14,10,16,11,25,10,4,4,13,20,ACC,85,29,54,5,20,22,26,8,40,13,9,10,16,18
1,SEC,@,35,15,55,3,13,2,10,11,30,6,4,5,12,16,SEC,65,22,49,13,29,8,16,8,39,12,8,6,11,14
2,SEC,,53,21,51,1,12,10,12,11,29,12,2,4,15,19,SEC,68,23,57,7,20,15,18,11,25,10,10,7,8,16
3,SEC,,69,22,58,7,18,18,28,12,34,16,11,5,18,16,SEC,68,26,72,7,28,9,15,19,44,15,9,8,20,25
4,SEC,@,58,22,63,6,24,8,15,14,41,12,7,3,13,16,SEC,65,26,59,6,20,7,9,4,32,18,4,4,10,18
5,SEC,,63,22,50,7,18,12,18,11,27,14,7,6,14,13,SEC,52,20,49,6,18,6,8,9,24,8,10,7,23,15
6,SEC,@,49,17,56,5,16,10,15,5,28,8,10,3,13,21,SEC,64,20,58,4,20,20,25,14,52,10,5,8,16,17
7,SEC,,59,16,48,2,11,25,31,7,33,9,4,6,9,14,SEC,51,13,52,6,23,19,23,8,33,11,6,4,12,22
8,SEC,@,88,28,61,6,20,26,36,7,31,10,6,1,3,23,SEC,91,29,48,12,19,21,35,3,30,21,2,3,10,22
9,SEC,,50,17,41,4,14,12,26,6,26,9,8,6,19,11,SEC,68,24,52,6,14,14,20,10,30,15,11,3,16,19
10,SEC,@,54,21,52,6,17,6,10,10,30,11,4,2,16,23,SEC,61,22,49,4,14,13,25,10,29,14,10,6,12,11
11,SEC,,65,25,53,4,15,11,14,8,34,13,4,1,10,18,SEC,55,19,54,5,22,12,17,9,29,9,4,3,8,14
12,SEC,@,47,18,54,6,17,5,11,10,23,10,6,3,9,17,SEC,63,23,43,11,21,6,8,7,35,13,4,3,18,11
13,SEC,@,49,20,48,4,21,5,12,3,30,7,3,7,11,20,SEC,55,14,45,3,11,24,32,8,38,7,6,1,9,16
14,SEC,,67,20,47,4,16,23,31,5,34,11,8,1,10,19,SEC,52,17,50,9,17,9,17,9,32,13,7,2,17,23
15,SEC,N,54,18,55,5,21,13,20,13,28,10,7,4,13,24,SEC,68,21,48,5,16,21,32,18,44,13,6,5,18,16
16,SEC,N,75,26,51,7,15,16,29,8,34,14,5,13,19,20,BigTwelve,65,20,59,4,15,21,27,10,33,9,10,5,14,25
17,SEC,N,85,28,53,10,20,19,29,9,41,19,7,8,10,16,BigTen,47,18,67,7,27,4,12,18,39,9,4,3,12,22
18,SEC,@,72,30,54,2,7,10,17,9,26,9,10,7,16,13,BigTen,73,25,58,9,15,14,17,12,28,12,7,2,18,16
19,SEC,,69,17,57,3,16,32,43,14,49,10,6,7,20,22,ACC,62,20,62,4,18,18,27,8,28,6,12,8,14,29
20,SEC,,79,29,49,5,11,16,22,6,27,13,4,8,15,11,SEC,64,25,64,6,22,8,10,16,32,10,8,3,10,18
21,SEC,@,65,21,49,2,5,21,29,10,33,7,8,8,13,19,SEC,62,21,52,6,17,14,20,6,29,12,4,5,15,22
22,SEC,,77,22,51,6,14,27,40,12,30,9,9,9,8,18,SEC,71,24,50,5,7,18,25,9,32,11,3,2,14,27
23,SEC,@,57,21,48,8,18,7,12,8,39,13,2,10,10,12,SEC,44,19,55,5,18,1,3,3,18,9,8,4,6,11
24,SEC,@,74,26,55,7,15,15,26,14,36,12,8,8,6,12,SEC,50,21,53,1,9,7,11,10,26,13,2,4,9,18
25,SEC,,69,22,41,1,10,24,27,6,34,11,6,11,11,15,SEC,44,16,57,7,18,5,7,12,28,7,6,1,11,23
26,SEC,@,86,32,62,6,14,16,21,12,32,17,6,11,3,13,SEC,52,18,59,9,20,7,15,10,25,10,0,9,8,16
27,SEC,,78,29,55,9,15,11,11,11,36,18,4,6,13,13,SEC,58,22,63,6,27,8,12,14,26,9,3,2,9,12
28,SEC,@,69,28,58,3,14,10,15,9,33,12,4,12,6,16,SEC,63,23,63,8,21,9,14,12,31,14,4,4,10,15
29,SEC,,77,28,58,10,18,11,17,10,29,18,7,6,11,12,SEC,62,25,53,3,5,9,14,4,22,8,6,2,12,13
30,SEC,@,73,25,57,6,16,17,21,9,33,10,7,5,8,10,SEC,64,22,54,9,20,11,15,6,26,13,5,4,12,17
31,SEC,,83,32,56,2,10,17,20,8,33,11,5,8,9,18,SEC,74,26,63,7,18,15,23,14,23,7,6,4,7,18
32,SEC,,79,28,57,15,27,8,11,10,36,16,4,6,7,9,SEC,49,19,56,3,19,8,10,9,28,9,4,5,6,9
33,SEC,@,74,31,59,5,12,7,11,10,30,11,7,9,6,9,SEC,59,21,55,6,22,11,11,8,28,14,3,2,7,10
34,SEC,N,60,18,42,1,8,23,33,9,39,8,5,9,18,14,SEC,51,20,68,3,14,8,10,12,32,10,13,4,9,23
35,SEC,N,74,27,60,5,17,15,20,15,36,14,5,4,6,8,SEC,71,29,60,11,22,2,2,6,22,18,3,1,8,15
36,SEC,N,64,23,64,6,28,12,19,12,30,12,6,8,8,22,SEC,71,22,51,6,18,21,32,9,36,8,5,2,11,16
37,SEC,N,87,31,56,10,20,15,22,12,40,19,2,5,10,19,BigTwelve,71,25,61,3,22,18,25,12,31,7,6,2,7,17
38,SEC,N,102,31,64,5,10,35,37,14,37,12,3,4,6,18,BigTen,90,36,69,5,18,13,17,9,28,16,3,2,8,27
39,SEC,N,82,24,45,4,9,30,44,7,29,15,9,9,12,18,BigTwelve,70,25,64,4,14,16,19,11,29,15,5,5,14,32
40,SEC,N,69,28,49,2,7,11,20,5,32,9,7,7,14,14,ACC,61,24,69,4,11,9,13,16,37,7,5,4,12,16
41,SEC,N,67,23,56,6,14,15,21,10,39,12,4,11,11,15,BigTwelve,59,22,62,5,11,10,15,10,34,9,6,5,9,16
42,SEC,N,67,24,58,0,8,19,24,10,34,9,7,3,12,24,ACC,77,26,54,7,18,18,27,8,33,11,5,2,13,18
43,SEC,,67,25,49,5,10,12,21,5,32,15,8,3,13,19,SEC,56,20,56,7,22,9,15,14,35,10,7,7,15,20
44,SEC,@,58,23,54,7,14,5,7,8,29,9,4,3,14,19,SEC,62,22,50,5,16,13,17,6,26,12,8,10,9,10
45,SEC,@,53,22,55,2,15,7,14,9,36,6,8,4,20,17,SEC,57,22,63,2,19,11,15,12,36,10,9,5,16,14
46,SEC,@,47,18,51,1,10,10,14,13,37,8,6,3,25,18,SEC,65,23,54,8,18,11,17,9,29,12,10,6,15,20
47,SEC,,73,19,42,7,22,28,37,6,32,12,1,1,10,16,SEC,62,20,55,7,15,15,20,10,28,9,6,1,3,22
48,SEC,,69,19,38,10,20,21,26,9,32,14,4,4,14,18,SEC,57,19,56,7,16,12,19,12,25,12,4,2,7,21
49,SEC,@,75,24,50,5,11,22,34,8,30,14,4,2,13,22,SEC,70,20,47,11,29,19,28,5,27,9,7,4,15,24
50,SEC,@,50,15,44,4,20,16,24,12,30,9,4,3,17,22,SEC,62,17,46,5,18,23,30,11,30,10,15,7,14,19
51,SEC,,73,25,56,5,17,18,26,13,40,15,2,2,11,10,SEC,60,25,56,3,11,7,12,6,25,11,7,3,11,22
52,SEC,@,73,24,46,7,14,18,25,10,39,15,6,7,21,20,SEC,64,22,69,6,19,14,19,15,30,5,12,3,9,23
53,SEC,@,74,25,49,5,9,19,22,2,28,11,10,4,14,21,SEC,69,24,56,5,13,16,23,8,30,11,4,8,13,19
54,SEC,,68,21,48,3,16,23,29,11,39,12,8,7,10,16,SEC,61,23,59,7,21,8,16,12,27,12,7,2,10,20
55,SEC,N,72,18,64,11,34,25,33,19,45,10,3,4,12,25,SEC,77,27,64,2,4,21,31,13,40,4,6,7,8,25
56,SEC,N,82,27,55,6,21,22,26,10,31,13,9,2,19,24,BigTen,88,26,59,12,31,24,28,10,25,15,10,5,12,21
57,SEC,N,59,21,64,8,18,9,10,14,31,10,9,2,10,11,ACC,50,20,50,5,16,5,6,9,38,9,2,8,22,16
58,SEC,@,55,20,55,3,17,12,18,9,28,13,6,7,18,18,BigTen,50,15,45,2,11,18,24,8,30,9,16,2,17,21
59,SEC,,52,21,48,5,18,5,8,5,24,10,5,6,16,16,ACC,57,21,47,6,10,9,13,4,25,11,12,0,15,14
60,SEC,,81,29,68,7,16,16,22,18,41,16,10,3,9,19,SEC,55,19,55,2,8,15,26,17,37,5,7,6,17,24
61,SEC,@,53,19,53,4,10,11,17,11,27,8,4,2,15,16,SEC,69,30,59,3,12,6,12,15,37,12,7,5,15,16
62,SEC,@,64,28,63,5,14,3,5,6,24,14,1,1,11,19,SEC,76,27,48,7,21,15,20,4,28,11,5,3,12,13
63,SEC,@,71,26,60,11,21,8,13,7,23,13,5,2,10,21,SEC,76,24,55,5,14,23,31,15,40,14,5,4,16,12
64,SEC,@,61,24,65,3,21,10,10,13,34,9,3,4,6,18,SEC,76,27,54,7,20,15,23,8,30,14,3,3,7,10
65,SEC,,67,24,49,2,11,17,21,7,28,15,5,2,12,11,SEC,58,22,54,5,17,9,13,8,26,11,9,1,12,18
66,SEC,,69,27,65,5,19,10,13,8,30,12,15,4,11,13,SEC,67,27,60,6,18,7,10,11,42,9,8,1,21,17
67,SEC,@,68,24,49,5,10,15,21,11,33,18,4,3,17,17,SEC,58,20,47,4,17,14,21,5,23,13,6,4,10,17
68,SEC,,61,19,45,5,14,18,30,9,33,8,4,2,10,10,SEC,53,22,56,4,17,5,7,9,29,4,8,3,10,23
69,SEC,@,48,18,58,4,23,8,14,13,30,10,8,1,15,24,SEC,72,23,49,4,7,22,34,10,34,13,8,4,11,18
70,SEC,@,76,26,59,7,19,17,24,10,26,18,3,3,17,23,PacTwelve,96,34,59,9,17,19,29,5,25,20,10,1,8,22
71,SEC,N,60,22,54,6,15,10,14,7,30,9,7,0,16,23,SEC,69,22,54,6,13,19,31,11,36,9,12,2,12,16
72,SEC,N,64,26,57,5,13,7,12,8,26,17,5,0,12,21,SEC,84,25,52,11,31,23,30,9,30,13,9,3,12,14
73,SEC,@,52,18,63,7,25,9,13,12,32,9,5,3,13,20,BigTwelve,61,20,51,2,12,19,24,9,37,13,7,8,16,14
74,SEC,,50,21,67,4,22,4,5,13,37,7,3,4,9,14,BigTwelve,74,28,60,8,23,10,16,9,40,16,5,4,8,10
75,SEC,@,51,19,48,5,17,8,16,10,30,6,5,4,17,25,BigTwelve,61,18,41,3,7,22,31,6,24,9,7,3,12,18
76,SEC,,67,22,46,5,16,18,27,4,24,12,7,6,15,29,BigTwelve,54,14,42,4,11,22,32,9,35,6,5,3,23,25
77,SEC,@,51,17,48,5,12,12,15,8,24,5,6,1,15,23,SEC,70,19,47,5,17,27,31,11,37,12,9,1,10,15
78,SEC,,81,31,59,7,19,12,22,13,34,15,3,1,10,14,BigTwelve,75,32,65,4,14,7,11,13,34,17,5,3,9,23
79,SEC,@,54,20,48,7,12,7,11,5,23,12,6,0,16,20,BigTwelve,64,20,47,4,20,20,23,5,26,8,8,12,12,15
80,SEC,,76,28,48,4,15,16,22,5,26,18,7,5,13,18,BigTwelve,61,22,58,4,21,13,15,12,29,11,6,1,14,23
81,SEC,,60,24,61,7,22,5,7,8,33,16,5,2,7,14,BigTwelve,63,23,58,7,21,10,14,10,35,13,7,3,7,11
82,SEC,@,53,18,42,9,16,8,15,3,21,8,10,1,19,19,BigTwelve,64,21,46,5,18,17,22,8,30,15,5,2,15,17
83,SEC,,68,20,40,5,10,23,29,6,26,7,4,2,12,17,BigTwelve,70,25,52,6,11,14,19,9,24,14,5,2,8,24
84,SEC,@,46,17,47,5,19,7,11,2,21,8,7,2,16,16,BigTwelve,69,25,55,10,28,9,10,7,37,18,5,3,12,15
85,SEC,@,47,18,53,5,12,6,11,15,35,6,4,1,14,11,BigTwelve,38,17,44,4,14,0,2,5,22,10,3,7,13,14
86,SEC,,62,24,49,5,17,9,10,3,15,15,9,1,10,21,SEC,71,23,41,8,20,17,20,4,22,16,5,1,14,12
87,SEC,,58,21,55,6,18,10,14,4,30,12,1,1,10,20,BigTwelve,66,21,54,4,18,20,29,11,41,12,5,8,8,15
88,SEC,@,42,15,47,4,17,8,12,8,27,6,7,2,10,14,BigTwelve,60,21,45,7,17,11,17,5,32,15,7,3,10,14
89,SEC,,70,26,51,6,15,12,21,6,22,10,8,2,14,21,BigTwelve,76,23,48,12,17,18,22,10,27,14,4,6,13,18
90,SEC,@,62,25,56,6,16,6,9,9,28,12,5,2,13,16,BigTwelve,65,25,52,2,6,13,16,7,29,14,4,2,11,14
91,SEC,N,62,21,55,5,15,15,17,13,36,11,4,2,12,16,BigTwelve,53,18,46,2,11,15,22,5,26,10,7,2,11,14
92,SEC,N,66,25,64,3,13,13,17,13,26,8,8,0,11,19,BigTwelve,83,27,44,10,15,19,28,6,30,19,8,4,13,15
93,SEC,N,62,24,56,7,16,7,14,13,44,12,3,4,14,20,BigTen,42,13,49,2,12,14,25,9,28,8,3,5,9,19
94,SEC,N,65,23,53,5,19,14,18,9,38,15,4,1,9,21,BigTen,56,20,57,5,22,11,19,13,35,11,5,3,8,17
95,SEC,N,58,24,54,2,14,8,12,7,28,14,5,3,18,27,BigTwelve,71,23,52,3,12,22,33,9,32,16,8,4,13,14
96,SEC,N,69,26,56,7,15,10,18,7,32,16,10,7,11,16,BigTwelve,52,18,55,3,15,13,16,8,33,9,2,5,15,15
97,SEC,@,73,29,54,3,12,12,16,9,33,17,14,5,13,16,ACC,48,20,49,4,14,4,12,10,28,12,4,3,22,14
98,SEC,@,74,27,49,6,17,14,15,8,31,16,7,1,17,16,SEC,59,21,52,4,17,13,16,6,17,7,9,2,12,14
99,SEC,@,52,23,51,1,9,5,5,4,27,11,4,4,10,14,SEC,56,22,55,3,17,9,12,10,32,8,4,3,9,9
100,SEC,,59,23,70,6,24,7,10,12,30,13,13,5,8,22,SEC,69,20,50,8,18,21,29,11,40,12,2,6,16,12
101,SEC,@,54,21,49,4,18,8,12,10,37,11,4,6,15,14,SEC,56,22,68,5,31,7,9,15,32,8,6,4,9,10
102,SEC,,69,27,68,3,17,12,18,14,39,11,9,5,12,18,SEC,67,26,61,6,11,9,16,10,38,12,5,6,17,14
103,SEC,,52,18,45,4,16,12,24,8,29,9,6,4,17,18,SEC,61,21,52,6,21,13,16,9,25,13,8,3,12,17
104,SEC,,67,25,47,6,11,11,12,5,29,11,8,4,10,18,SEC,50,18,47,6,16,8,15,6,22,11,6,2,13,13
105,SEC,@,51,19,55,5,20,8,14,12,34,11,5,3,13,27,SEC,60,21,49,2,10,16,34,12,35,8,5,7,7,15
106,SEC,N,63,19,41,1,6,24,29,6,28,7,7,2,14,12,SEC,57,22,52,8,24,5,6,7,22,11,5,3,17,25
107,SEC,N,63,24,45,3,8,12,16,5,30,13,1,1,10,17,SEC,66,20,52,10,30,16,19,8,25,15,6,4,5,14
108,SEC,@,74,25,56,11,22,13,21,10,34,11,3,4,16,22,BigTen,81,25,53,4,15,27,34,5,25,16,8,2,7,18
109,SEC,@,68,26,57,9,26,7,11,9,27,15,8,7,20,17,ACC,72,26,64,3,17,17,21,14,34,13,10,4,14,12
110,SEC,,78,28,68,7,26,15,32,17,39,15,10,3,10,15,PacTwelve,72,26,55,9,24,11,15,7,31,14,6,5,17,26
111,SEC,,82,28,58,10,28,16,24,12,33,15,12,3,11,14,ACC,64,24,59,7,23,9,10,10,31,9,7,3,19,20
112,SEC,@,83,28,62,9,27,18,19,7,32,14,4,6,18,16,BigTen,85,35,72,7,18,8,11,8,32,18,6,2,11,18
113,SEC,,70,24,48,7,21,15,18,4,31,8,5,6,6,12,SEC,48,20,55,7,18,1,9,11,31,10,2,4,10,15
114,SEC,@,79,25,47,12,24,17,21,6,24,19,4,3,10,17,SEC,65,23,55,9,24,10,14,14,28,7,4,1,12,22
115,SEC,@,64,24,51,10,27,6,11,3,18,21,5,0,6,15,SEC,60,22,52,7,12,9,13,9,36,12,5,1,13,16
116,SEC,,69,27,56,11,24,4,7,5,25,15,5,3,5,11,SEC,57,21,48,7,16,8,14,6,30,10,2,1,14,14
117,SEC,,74,22,59,7,28,23,32,17,39,12,6,3,13,11,SEC,66,25,56,6,21,10,14,8,28,8,4,7,15,28
118,SEC,,73,23,60,11,24,16,17,10,32,12,9,2,14,18,SEC,65,22,53,8,25,13,18,8,29,12,9,3,17,17
119,SEC,@,62,22,60,5,23,13,15,13,33,8,5,2,11,19,SEC,76,27,51,7,20,15,21,5,28,16,8,6,10,15
120,SEC,@,67,26,58,8,24,7,11,12,26,7,7,2,9,21,SEC,77,23,44,12,24,19,26,6,23,14,3,2,11,13
121,SEC,N,71,28,53,4,23,11,17,9,36,11,6,0,12,10,ACC,45,18,47,3,18,6,10,2,21,12,5,1,13,15
122,SEC,N,68,24,48,8,20,12,18,6,32,17,4,3,13,15,ACC,72,27,60,6,16,12,15,6,27,11,6,3,6,20
123,SEC,N,60,22,42,8,17,8,8,5,16,10,4,4,13,16,PacTwelve,63,24,48,7,11,8,12,13,27,7,6,1,10,13
124,SEC,@,58,21,50,5,15,11,17,10,30,8,6,5,7,16,ACC,55,19,50,5,18,12,16,11,32,13,3,1,10,15
125,SEC,,66,23,49,6,16,14,18,8,20,9,3,4,14,18,BigTen,74,27,53,5,15,15,20,14,33,16,7,3,13,19
126,SEC,,57,22,53,4,13,9,11,11,20,4,9,2,9,11,SEC,67,23,40,13,22,8,8,5,23,19,4,2,17,15
127,SEC,@,62,24,60,8,21,6,7,10,22,15,12,2,13,17,SEC,66,24,49,5,13,13,24,14,35,15,11,6,18,12
128,SEC,,57,19,49,5,20,14,15,8,27,10,8,8,14,14,SEC,56,20,57,6,17,10,14,15,35,14,5,2,13,16
129,SEC,@,48,18,55,8,23,4,4,10,25,9,5,4,11,20,SEC,59,15,39,4,16,25,28,8,30,12,4,9,12,9
130,SEC,,67,26,66,10,24,5,10,16,34,12,8,3,12,12,SEC,69,26,58,4,17,13,15,14,35,17,8,5,13,11
131,SEC,@,55,18,49,6,20,13,18,7,31,7,4,6,10,24,SEC,67,19,50,6,18,23,34,10,33,12,7,7,8,13
132,SEC,N,67,26,57,4,16,11,17,9,35,11,4,2,9,13,PacTwelve,57,23,57,6,20,5,9,7,31,9,6,6,10,17
133,SEC,,75,25,51,5,17,20,24,6,29,12,9,2,12,18,BigTwelve,62,23,58,2,15,14,20,13,34,8,4,0,11,24
134,SEC,N,52,22,54,5,17,3,7,8,31,12,9,4,14,15,BigTwelve,54,19,55,5,17,11,17,14,38,8,10,4,15,10
135,SEC,@,68,23,61,10,29,12,16,10,31,15,4,1,7,23,SEC,75,27,54,4,13,17,30,9,37,14,2,5,5,13
136,SEC,@,78,27,62,10,20,14,21,10,34,12,10,2,10,11,SEC,77,29,60,14,27,5,9,5,32,16,4,5,13,16
137,SEC,,70,28,61,9,25,5,7,10,36,17,5,2,11,14,SEC,60,25,58,3,9,7,15,7,31,9,7,1,6,12
138,SEC,,68,23,50,8,23,14,20,7,30,8,3,5,9,11,SEC,70,27,67,11,26,5,11,16,37,9,7,1,4,13
139,SEC,N,61,21,55,7,24,12,15,11,33,14,2,1,14,17,SEC,71,26,51,7,19,12,19,6,28,13,5,2,7,14
140,SEC,,78,27,66,9,28,15,27,15,38,16,11,6,8,20,PacTwelve,64,26,53,6,20,6,17,7,33,15,4,5,20,24
141,SEC,N,86,28,54,9,25,21,33,11,35,14,8,1,15,20,ACC,79,31,62,4,11,13,22,10,32,16,12,1,13,22
142,SEC,N,64,26,55,7,19,5,6,8,29,12,5,2,22,15,PacTwelve,62,26,60,2,14,8,14,11,28,14,15,6,15,12
143,SEC,@,60,18,44,10,26,14,24,6,28,10,7,2,16,14,ACC,62,25,60,5,20,7,11,13,35,13,7,3,15,18
144,SEC,,77,21,41,5,15,30,44,10,33,10,2,5,11,18,SEC,66,21,54,8,27,16,20,8,23,13,7,3,9,26
145,SEC,@,102,30,48,12,19,30,38,7,31,20,3,6,12,19,SEC,76,29,72,5,16,13,18,16,27,14,4,7,11,23
146,SEC,@,61,17,40,10,22,17,21,5,27,8,7,3,20,19,SEC,52,20,55,3,23,9,14,12,29,7,9,6,11,14
147,SEC,N,63,25,57,6,25,7,11,7,32,11,8,1,8,14,SEC,41,15,47,2,17,9,16,8,31,7,3,3,17,16
148,SEC,N,65,23,56,9,29,10,16,11,34,14,5,2,10,17,SEC,53,17,42,3,8,16,23,4,28,6,6,4,12,17
149,SEC,N,57,20,46,5,19,12,16,7,32,8,4,3,12,17,BigTen,60,23,55,10,33,4,8,8,27,13,4,1,8,16
150,SEC,N,87,32,55,5,11,18,21,3,36,12,10,5,8,17,ACC,58,20,54,4,16,14,19,4,23,8,5,1,13,16
151,SEC,N,92,30,51,10,24,22,26,6,26,18,10,3,11,15,PacTwelve,53,17,57,2,9,17,20,15,32,6,8,1,21,22
152,SEC,N,78,26,59,7,19,19,23,9,28,13,7,4,13,13,BigTen,74,31,62,4,16,8,10,11,34,10,5,2,17,16
153,SEC,,87,32,54,12,21,11,14,9,38,17,4,5,9,13,BigTwelve,49,18,54,3,11,10,10,5,20,12,3,2,8,15
154,SEC,@,59,16,49,7,24,20,25,5,22,10,7,2,14,22,BigTwelve,75,28,57,4,12,15,21,10,36,18,2,7,14,22
155,SEC,@,76,31,60,5,21,9,12,10,36,20,6,1,11,20,BigTwelve,69,22,50,12,23,13,25,7,25,12,4,5,13,16
156,SEC,,84,29,54,10,21,16,21,6,24,20,6,4,9,13,BigTwelve,73,27,59,9,16,10,14,12,29,16,5,1,13,20
157,SEC,@,89,30,55,7,21,22,31,12,27,18,11,5,18,14,BigTwelve,88,36,63,7,16,9,11,10,24,23,7,5,19,25
158,SEC,@,72,26,65,4,19,16,18,12,30,8,11,2,10,14,BigTwelve,79,31,52,5,13,12,14,5,32,14,7,7,15,12
159,SEC,,63,19,48,6,21,19,23,5,22,15,13,2,10,12,BigTwelve,50,20,44,8,18,2,6,6,29,14,3,1,21,22
160,SEC,@,67,27,56,5,14,8,11,5,23,11,7,5,10,18,BigTwelve,66,24,57,2,12,16,24,15,35,5,4,6,13,14
161,SEC,,74,25,48,10,22,14,20,3,23,13,4,2,14,10,BigTwelve,71,30,56,6,16,5,9,7,28,12,7,2,15,20
162,SEC,@,71,27,48,7,21,10,18,3,18,19,10,2,12,18,BigTwelve,68,26,51,7,12,9,23,10,31,18,6,1,16,17
163,SEC,,72,24,50,14,28,10,13,6,22,18,2,2,8,11,BigTwelve,57,21,58,4,17,11,15,15,35,10,7,0,12,16
164,SEC,,83,32,61,7,18,12,15,9,31,15,5,1,6,6,BigTwelve,65,28,61,6,14,3,7,9,25,16,5,3,6,14
165,SEC,,68,23,60,8,26,14,20,9,27,15,8,2,10,21,BigTwelve,78,28,52,6,9,16,22,7,33,17,3,6,11,16
166,SEC,@,86,30,65,11,29,15,18,11,36,22,7,1,9,22,BigTwelve,87,28,58,9,19,22,33,9,32,16,4,6,9,16
167,SEC,,78,29,53,4,12,16,23,4,26,14,7,5,12,12,BigTwelve,72,27,68,12,31,6,7,12,32,18,9,0,15,18
168,SEC,@,81,27,53,16,26,11,16,10,29,18,4,2,8,14,BigTwelve,59,23,42,4,7,9,14,5,23,11,3,2,14,19
169,SEC,N,88,35,59,7,17,11,15,8,37,22,8,3,10,12,BigTwelve,70,26,56,9,23,9,13,3,18,15,5,2,9,15
170,SEC,N,81,30,57,10,22,11,15,8,27,15,7,3,8,13,BigTwelve,67,27,64,5,13,8,14,19,37,10,4,3,12,16
171,SEC,N,90,28,52,9,21,25,31,6,27,14,7,3,8,17,BigTwelve,75,25,63,5,19,20,27,16,38,13,5,2,11,25
172,SEC,N,80,30,50,2,6,18,28,8,31,10,8,4,18,19,BigTwelve,69,25,59,4,16,15,25,15,32,12,5,0,19,26
173,SEC,@,72,27,59,11,24,7,10,8,27,14,10,4,12,23,BigTen,70,26,54,6,19,12,19,10,30,16,2,1,15,13
174,SEC,@,66,22,45,2,8,20,35,9,42,5,3,2,14,14,SEC,63,23,63,9,29,8,14,11,30,11,8,3,8,23
175,SEC,N,46,19,58,4,19,4,7,10,27,8,6,4,14,16,PacTwelve,70,25,50,6,11,14,18,8,34,14,7,4,14,13
176,SEC,N,61,22,53,12,26,5,11,8,31,14,5,3,14,22,ACC,57,16,46,4,20,21,28,4,22,7,7,3,8,16
177,SEC,@,68,26,63,10,25,6,11,12,36,12,5,5,9,26,PacTwelve,70,22,50,4,14,22,37,11,36,11,2,1,7,14
178,SEC,,56,17,49,6,23,16,21,8,25,7,7,3,11,23,ACC,68,25,48,3,12,15,23,6,25,11,5,5,11,15
179,SEC,@,63,22,43,9,13,10,18,2,18,9,4,4,7,15,PacTwelve,59,20,55,4,14,15,20,14,32,12,3,0,10,12
180,BigTen,@,71,23,55,7,23,18,20,13,34,13,3,6,11,21,BigTen,62,21,50,5,19,15,25,10,27,5,2,3,11,16
181,BigTen,,81,28,60,7,21,18,22,8,37,14,3,10,21,17,BigTen,72,26,69,4,14,16,18,10,33,15,8,4,14,19
182,BigTen,@,60,24,56,5,21,7,13,12,28,10,7,0,17,21,BigTen,75,25,44,9,17,16,28,3,24,15,10,0,13,16
183,BigTen,@,57,21,49,4,10,11,20,7,30,12,4,6,11,18,BigTen,56,20,55,5,18,11,18,9,29,10,11,6,8,19
184,BigTen,,59,23,44,3,11,10,19,2,19,8,5,2,13,20,BigTen,54,18,36,5,14,13,19,3,24,8,5,3,20,18
185,BigTen,,79,27,45,11,18,14,17,4,25,12,9,4,17,10,BigTen,74,31,66,5,15,7,9,13,26,10,6,0,11,15
186,BigTen,@,52,17,49,7,22,11,13,10,30,14,5,3,14,15,BigTen,54,20,49,4,10,10,13,10,28,14,6,5,12,16
187,BigTen,,63,24,55,3,12,12,15,4,29,8,2,0,9,17,BigTen,67,24,54,9,22,10,18,7,33,12,4,1,10,14
188,BigTen,@,72,25,62,3,21,19,29,14,36,12,7,7,16,28,BigTen,77,25,54,6,18,21,33,9,34,18,10,2,14,24
189,BigTen,,42,15,46,3,17,9,17,8,30,7,4,6,12,17,BigTen,41,14,58,3,14,10,12,18,43,4,3,3,15,18
190,BigTen,,70,26,48,11,24,7,11,6,22,18,2,2,12,15,BigTen,74,29,48,8,20,8,15,5,22,12,5,0,10,16
191,BigTen,@,71,26,50,7,21,12,15,3,21,15,5,4,15,30,BigTen,84,21,42,7,12,35,42,5,25,15,6,3,10,16
192,BigTen,@,61,21,54,8,23,11,17,12,31,10,2,3,13,19,BigTen,70,23,46,7,16,17,22,4,25,13,10,0,9,20
193,BigTen,,62,25,56,3,21,9,11,6,26,11,4,3,12,11,BigTen,67,27,60,7,16,6,10,10,31,14,3,2,11,13
194,BigTen,@,57,21,53,6,23,9,16,5,26,15,5,3,14,18,BigTen,80,30,54,10,20,10,15,3,30,19,8,1,10,16
195,BigTen,@,67,25,63,3,18,14,17,10,23,11,7,1,8,19,BigTen,83,32,49,7,13,12,18,5,32,16,6,3,17,17
196,BigTen,,65,22,52,6,18,15,17,11,31,12,4,4,17,14,BigTen,54,18,49,6,17,12,16,5,21,12,7,1,17,17
197,BigTen,,61,21,54,4,14,15,21,6,25,10,3,2,8,21,BigTen,72,21,45,9,19,21,23,5,31,11,6,2,12,19
198,BigTen,@,56,21,53,4,17,10,14,6,28,3,2,3,10,25,BigTen,70,21,47,7,19,21,27,6,33,12,6,1,6,14
199,BigTen,N,61,27,62,7,26,0,0,10,32,18,4,5,12,13,BigTen,64,23,57,6,19,12,19,14,34,15,9,3,6,10
