,Conference,Location,Points,FG made,FG attempts,3P made,3P attempts,FT made,FT attempts,Off Reb,Team Reb,Assists,Steals,Blocks,turnovers,Pers Fouls,Opponent Conf,Points opp,FG made opp,FG attempts opp,3P made opp,3P attempts opp,FT made opp,FT attempts opp,Off Reb opp,Team Reb opp,Assists opp,Steals opp,Blocks opp,turnovers opp,Pers Fouls opp
1764,ACC,@,63,25,48,4,11,9,15,8,34,12,3,6,16,19,ACC,70,24,58,9,28,13,18,9,28,14,10,0,10,18
1765,ACC,,77,22,65,9,23,24,33,20,36,11,5,3,6,20,ACC,83,30,56,9,16,14,20,9,33,17,2,4,9,23
1766,ACC,N,78,26,56,8,19,18,29,12,31,10,5,4,13,24,BigTwelve,87,29,62,3,15,26,38,11,34,14,6,3,9,21
1767,ACC,N,77,30,57,5,18,12,22,7,35,22,7,3,11,18,PacTwelve,63,24,61,5,25,10,19,13,36,15,4,3,14,18
1768,ACC,,65,23,47,5,17,14,19,3,31,13,1,4,9,12,ACC,58,24,61,2,16,8,12,8,31,8,6,1,5,16
1769,ACC,N,81,25,41,7,10,24,32,5,28,14,3,1,15,17,ACC,69,24,60,6,20,15,19,9,22,15,7,3,6,24
1770,BigTwelve,N,72,24,54,8,20,16,23,10,39,12,2,3,13,23,PacTwelve,60,22,66,2,19,14,22,18,39,10,7,3,6,21
1771,BigTwelve,@,72,28,66,11,25,5,10,13,37,13,4,5,19,17,BigTwelve,87,34,62,10,25,9,15,6,29,23,10,1,9,13
1772,BigTwelve,,88,30,70,7,23,21,21,22,48,18,5,9,10,19,BigTwelve,62,24,57,5,10,9,20,9,23,17,6,6,7,15
1773,BigTwelve,@,72,26,63,4,20,16,24,15,26,6,7,3,5,24,BigTwelve,82,28,49,5,11,21,29,12,34,15,3,2,9,17
1774,BigTwelve,,64,24,59,6,20,10,20,9,33,14,3,3,11,18,BigTwelve,66,22,56,7,26,15,20,8,31,16,3,3,12,18
1775,BigTwelve,@,68,23,59,13,27,9,20,18,29,15,9,4,16,25,BigTwelve,78,23,40,6,15,26,29,7,29,12,7,4,16,15
1776,BigTwelve,,60,18,56,3,17,21,32,9,36,11,5,8,13,26,BigTwelve,74,26,58,2,11,20,34,11,40,16,8,4,8,20
1777,BigTwelve,,64,20,44,10,20,14,23,8,35,16,1,6,17,18,BigTwelve,66,24,60,8,23,10,15,9,24,16,6,5,6,20
1778,BigTwelve,@,76,28,54,11,23,9,14,8,32,11,9,0,16,18,BigTwelve,70,23,50,6,21,18,26,5,24,14,9,3,14,13
1779,BigTwelve,,52,16,55,6,20,14,21,9,25,15,5,5,11,19,BigTwelve,69,25,54,6,10,13,20,10,45,20,5,5,13,17
1780,BigTwelve,@,72,25,59,9,23,13,19,9,27,14,5,3,8,20,BigTwelve,88,30,56,14,29,14,19,10,31,16,4,3,8,16
1781,BigTwelve,@,91,31,58,16,27,13,20,18,44,24,8,7,14,17,BigTwelve,58,20,50,4,14,14,18,3,16,11,6,5,12,16
1782,BigTwelve,,87,30,70,6,25,21,31,18,48,22,5,10,17,17,BigTwelve,73,28,73,4,18,13,21,15,36,25,8,0,13,24
1783,BigTwelve,,70,23,61,8,21,16,28,19,44,14,4,8,14,17,BigTwelve,64,22,59,7,21,13,19,10,32,15,3,2,11,24
1784,BigTwelve,@,88,32,59,9,20,15,21,11,31,15,1,10,4,18,BigTwelve,75,22,55,11,21,20,25,11,30,9,3,2,4,17
1785,BigTwelve,@,69,22,61,8,22,17,27,16,34,11,4,5,5,18,BigTwelve,74,28,59,8,16,10,19,15,36,17,1,8,7,16
1786,BigTwelve,,59,16,53,7,31,20,25,18,36,11,6,4,9,16,BigTwelve,49,20,42,2,11,7,17,8,23,12,4,2,12,21
1787,BigTwelve,,74,27,57,7,19,13,17,11,33,15,11,4,9,11,BigTwelve,61,24,60,12,29,1,2,10,28,18,4,2,14,15
1788,BigTwelve,@,76,24,48,5,15,23,32,7,24,11,5,5,9,20,BigTwelve,74,24,56,7,18,19,27,13,32,16,6,1,11,26
1789,BigTwelve,N,76,31,57,4,13,10,13,15,38,15,6,6,13,18,BigTwelve,68,24,53,8,19,12,19,9,22,17,12,1,9,12
1790,BigTwelve,N,78,24,48,7,14,23,35,12,34,16,5,5,11,13,BigTwelve,73,28,66,12,35,5,7,12,30,18,6,2,9,21
1791,BigTwelve,N,86,25,58,12,24,24,30,16,42,12,2,10,6,12,BigTwelve,69,31,78,5,15,2,8,22,41,18,3,4,5,20
1792,BigTwelve,N,65,23,57,8,23,11,16,8,26,12,8,1,8,18,BigTwelve,74,24,48,8,15,18,24,9,38,14,4,0,12,14
1793,BigTwelve,@,73,22,52,5,19,24,29,6,27,14,8,1,5,13,BigTwelve,62,25,57,6,20,6,8,6,29,13,3,1,13,23
1794,BigTwelve,@,82,34,65,6,26,8,13,4,32,15,6,2,13,19,BigTwelve,87,28,69,13,30,18,21,11,36,14,5,2,12,15
1795,BigTwelve,,70,22,70,4,25,22,34,14,34,12,12,3,7,17,BigTwelve,77,30,61,5,16,12,19,13,50,16,4,6,24,26
1796,BigTwelve,@,76,24,61,11,32,17,22,10,36,15,3,3,18,26,BigTwelve,86,27,65,8,24,24,31,13,33,12,5,9,8,20
1797,BigTwelve,,81,26,54,9,18,20,28,6,35,17,7,4,13,17,BigTwelve,75,27,64,9,22,12,16,9,36,17,5,4,12,24
1798,BigTwelve,@,81,30,62,10,26,11,16,5,24,17,9,3,13,17,BigTwelve,92,32,62,10,22,18,21,11,38,20,8,3,14,13
1799,BigTwelve,,81,28,63,10,26,15,19,5,30,19,8,7,10,18,BigTwelve,75,28,69,8,26,11,14,12,43,18,6,6,14,16
1800,BigTwelve,@,98,34,78,10,33,20,28,13,45,22,9,5,12,23,BigTwelve,97,34,70,4,15,25,33,7,40,11,5,4,12,20
1801,BigTwelve,,84,32,60,7,21,13,20,9,37,27,4,0,11,19,BigTwelve,69,21,56,9,23,18,23,8,29,18,5,1,10,14
1802,BigTwelve,@,77,26,71,4,23,21,30,18,39,13,5,1,14,20,BigTwelve,102,35,65,13,22,19,21,7,31,18,9,3,7,23
1803,BigTwelve,,70,28,54,5,16,9,19,6,30,21,6,4,7,16,BigTwelve,64,20,54,4,18,20,24,12,38,11,7,1,12,19
1804,BigTwelve,,85,30,61,8,24,17,24,6,32,21,6,3,6,16,BigTwelve,76,23,70,7,23,23,25,15,39,16,4,7,9,17
1805,BigTwelve,@,71,29,60,1,11,12,17,7,34,20,3,2,7,17,BigTwelve,60,22,60,3,12,13,19,10,34,8,3,6,8,18
1806,BigTwelve,,83,33,65,9,20,8,17,11,45,22,3,5,10,15,BigTwelve,66,24,67,5,20,13,19,10,37,10,6,3,6,20
1807,BigTwelve,@,73,23,66,7,27,20,30,18,42,12,7,2,11,20,BigTwelve,80,25,59,7,19,23,29,10,34,16,7,4,12,22
1808,BigTwelve,,85,29,63,7,24,20,29,5,41,19,4,7,11,21,BigTwelve,81,25,60,10,24,21,31,4,33,18,6,6,12,23
1809,BigTwelve,N,91,33,66,8,18,17,23,14,36,21,8,3,12,20,BigTwelve,85,30,55,8,17,17,23,4,25,16,7,3,13,23
1810,BigTwelve,N,94,34,63,11,19,15,20,5,28,19,7,2,11,18,BigTwelve,83,29,62,4,15,21,26,10,32,11,5,3,12,20
1811,BigTwelve,@,72,27,51,5,20,13,20,7,32,11,3,5,12,26,PacTwelve,75,23,56,7,22,22,37,13,30,13,7,1,6,16
1812,BigTwelve,@,90,29,53,8,16,24,30,11,34,14,4,6,14,25,BigTwelve,83,24,53,6,19,29,36,6,20,7,6,1,8,21
1813,BigTwelve,,86,32,57,8,18,14,19,9,33,20,4,6,7,18,BigTwelve,60,22,50,1,11,15,21,5,22,6,1,1,9,21
1814,BigTwelve,,80,29,52,7,18,15,23,5,32,13,6,11,19,14,BigTwelve,78,26,66,12,28,14,16,8,28,17,8,3,9,22
1815,BigTwelve,@,91,31,54,4,10,25,38,14,39,20,5,5,10,22,BigTwelve,69,22,51,4,10,21,25,5,22,14,6,4,10,25
1816,BigTwelve,@,69,25,65,6,14,13,19,15,33,10,4,4,12,31,BigTwelve,81,24,56,3,10,30,45,14,38,8,7,12,10,19
1817,BigTwelve,,83,28,51,4,14,23,34,8,34,17,7,6,12,24,BigTwelve,69,19,48,6,23,25,31,5,25,11,4,2,14,26
1818,BigTwelve,@,82,28,67,3,17,23,34,14,38,15,7,3,11,22,BigTwelve,85,30,61,8,15,17,26,7,24,19,7,4,11,25
1819,BigTwelve,,95,40,65,5,19,10,17,14,34,20,8,4,9,24,BigTwelve,65,19,41,5,10,22,31,3,16,9,2,2,15,14
1820,BigTwelve,@,64,19,42,4,14,22,30,13,27,6,6,3,10,16,BigTwelve,63,24,51,6,12,9,14,13,25,12,6,2,9,21
1821,BigTwelve,,85,31,60,7,21,16,21,10,36,19,7,9,7,19,BigTwelve,54,21,61,4,13,8,19,16,33,11,4,7,12,17
1822,BigTwelve,,83,25,56,7,16,26,30,10,37,14,6,5,11,21,BigTwelve,75,27,61,6,14,15,20,8,27,17,5,1,11,23
1823,BigTwelve,@,65,23,57,5,19,14,18,15,41,9,7,3,22,23,BigTwelve,72,20,47,5,17,27,33,2,22,12,11,8,10,16
1824,BigTwelve,,82,27,52,7,21,21,29,8,30,16,6,7,11,19,BigTwelve,57,18,51,3,14,18,27,10,30,8,8,4,12,21
1825,BigTwelve,@,86,28,62,8,23,22,32,14,30,9,8,7,11,28,BigTwelve,92,27,51,9,16,29,40,10,32,15,7,3,13,24
1826,BigTwelve,N,77,25,53,5,17,22,29,8,43,13,4,5,13,17,BigTwelve,70,25,66,6,21,14,19,6,27,7,7,0,5,22
1827,BigTwelve,N,57,19,58,5,16,14,18,10,30,7,9,2,14,22,PacTwelve,60,21,47,0,9,18,26,6,33,6,10,4,16,15
1828,BigTwelve,,74,22,60,5,21,25,36,9,33,11,6,5,8,25,BigTwelve,71,21,52,3,14,26,35,10,36,11,4,6,10,24
1829,BigTwelve,@,65,21,40,7,15,16,23,8,35,16,3,5,17,21,BigTwelve,47,17,49,2,16,11,19,5,18,11,7,4,8,17
1830,BigTwelve,,72,21,50,11,21,19,28,13,38,16,5,5,13,20,BigTwelve,66,22,66,7,23,15,21,19,38,13,5,2,8,22
1831,BigTwelve,,78,28,51,9,21,13,20,8,28,22,6,3,13,26,BigTwelve,56,16,49,4,15,20,30,13,30,5,7,1,15,19
1832,BigTwelve,@,64,26,61,4,16,8,14,11,29,14,3,2,11,18,BigTwelve,67,26,57,3,12,12,20,12,32,8,5,4,10,14
1833,BigTwelve,,66,22,50,3,15,19,27,9,31,16,4,5,9,17,BigTwelve,58,19,56,5,13,15,21,10,30,8,7,2,10,21
1834,BigTwelve,@,71,30,59,3,13,8,19,7,31,12,4,0,14,28,BigTwelve,81,23,53,6,14,29,37,5,28,12,7,4,10,18
1835,BigTwelve,,74,28,53,8,16,10,13,7,28,21,13,4,12,19,BigTwelve,57,18,55,5,13,16,18,15,34,7,7,2,18,12
1836,BigTwelve,,65,23,54,5,15,14,22,17,42,16,7,1,18,24,BigTwelve,53,17,47,2,13,17,25,6,22,6,9,2,11,18
1837,BigTwelve,@,73,27,54,10,19,9,16,6,26,16,4,2,13,22,BigTwelve,86,28,55,10,23,20,26,7,28,18,8,4,7,12
1838,BigTwelve,@,60,19,47,6,20,16,21,4,22,10,6,9,14,19,BigTwelve,56,19,52,1,10,17,23,12,32,8,7,5,13,19
1839,BigTwelve,@,61,20,58,3,15,18,28,20,39,12,5,5,14,26,BigTwelve,77,21,44,7,17,28,34,3,27,14,9,5,8,20
1840,BigTwelve,N,78,25,48,5,15,23,35,5,27,10,5,6,14,20,PacTwelve,73,26,64,6,22,15,20,13,34,7,8,1,14,26
1841,BigTwelve,,87,23,50,6,14,35,51,6,31,13,13,8,7,19,BigTwelve,74,28,70,3,18,15,23,18,42,11,5,4,16,31
1842,BigTwelve,@,73,27,60,8,20,11,16,12,34,10,6,3,11,15,BigTwelve,72,24,58,8,21,16,19,11,35,13,6,4,12,16
1843,BigTwelve,,82,28,60,8,16,18,29,11,44,14,5,4,9,22,BigTwelve,50,16,55,2,14,16,22,6,29,5,5,3,11,19
1844,BigTwelve,,81,26,59,4,24,25,34,11,36,13,8,6,12,24,BigTwelve,75,21,57,8,20,25,32,13,38,10,6,1,15,32
1845,BigTwelve,@,76,26,65,9,24,15,22,8,37,10,6,2,9,29,BigTwelve,88,25,54,8,17,30,42,6,41,10,6,5,10,18
1846,BigTwelve,@,61,18,37,5,13,20,22,7,21,5,1,1,14,16,BigTwelve,65,25,52,4,12,11,16,9,21,7,10,2,6,17
1847,BigTwelve,@,68,21,59,5,19,21,31,12,33,6,8,1,10,23,BigTwelve,87,26,55,11,23,24,31,10,37,14,6,1,12,22
1848,BigTwelve,,74,28,60,6,15,12,22,9,40,12,3,4,8,18,BigTwelve,77,25,62,12,29,15,21,9,38,13,7,3,8,18
1849,BigTwelve,,84,29,51,7,18,19,23,2,26,20,9,6,9,15,BigTwelve,62,24,51,5,15,9,14,6,26,12,5,3,15,19
1850,BigTwelve,@,76,28,62,14,31,6,8,13,35,20,9,2,12,20,BigTwelve,54,17,41,4,13,16,24,5,24,11,7,5,13,10
1851,BigTwelve,N,80,22,45,9,22,27,37,9,22,12,11,3,8,16,BigTwelve,62,24,54,1,5,13,16,13,29,8,4,2,16,22
1852,BigTwelve,@,64,24,44,2,8,14,20,5,31,10,4,1,12,16,PacTwelve,62,19,52,13,34,11,18,5,23,13,5,2,8,19
1853,BigTwelve,,69,25,53,9,19,10,17,6,26,15,4,5,14,22,BigTwelve,74,24,59,7,17,19,28,16,37,14,6,3,9,19
1854,BigTwelve,,49,10,49,3,21,26,31,12,28,4,6,4,7,19,BigTwelve,60,17,45,2,10,24,31,13,34,7,5,6,14,24
1855,BigTwelve,@,69,25,58,5,17,14,21,11,30,8,5,0,15,17,BigTwelve,77,26,55,8,18,17,21,9,35,12,13,3,15,19
1856,BigTwelve,@,54,18,40,7,14,11,14,5,23,9,7,1,19,17,BigTwelve,60,24,51,1,16,11,16,8,24,15,8,5,12,16
1857,BigTwelve,,54,17,52,7,21,13,18,5,20,12,2,5,8,20,BigTwelve,59,18,58,5,18,18,26,22,52,12,2,3,13,16
1858,BigTwelve,@,59,20,51,2,9,17,21,5,25,10,5,3,13,18,BigTwelve,81,27,63,7,20,20,25,14,38,16,6,3,8,16
1859,BigTwelve,@,54,14,54,3,10,23,29,11,29,1,5,0,10,16,BigTwelve,66,24,61,2,16,16,18,13,44,13,5,6,12,23
1860,BigTwelve,,67,25,64,4,17,13,13,9,28,6,7,3,13,12,BigTwelve,97,35,69,14,30,13,15,15,44,25,7,1,12,14
1861,BigTwelve,@,58,21,53,1,11,15,19,7,20,9,6,3,13,23,PacTwelve,79,25,50,10,22,19,33,17,40,16,4,2,15,17
1862,BigTwelve,@,62,24,66,1,13,13,16,15,40,8,3,4,12,19,PacTwelve,76,26,57,10,19,14,18,7,31,20,4,7,7,14
1863,BigTwelve,,86,28,60,8,21,22,26,13,34,17,4,3,15,23,BigTwelve,89,34,61,8,19,13,22,7,24,15,6,5,8,26
1864,BigTwelve,@,64,21,46,6,18,16,23,7,23,12,5,4,12,17,BigTwelve,67,23,51,3,12,18,21,10,30,10,4,5,13,18
1865,BigTwelve,@,81,24,49,12,19,21,26,7,21,14,4,6,10,21,BigTwelve,87,29,54,11,20,18,21,10,27,14,4,5,7,18
1866,BigTwelve,,65,24,57,4,14,13,20,10,29,8,2,4,10,17,BigTwelve,74,27,54,7,18,13,17,4,25,14,6,2,7,17
1867,BigTwelve,@,68,22,48,4,11,20,27,7,30,10,10,2,13,19,BigTwelve,60,24,57,6,27,6,12,8,22,11,7,3,14,20
1868,BigTwelve,,59,21,48,2,12,15,24,10,33,8,8,2,11,16,BigTwelve,53,20,57,4,18,9,17,17,37,8,9,4,9,16
1869,BigTwelve,,69,26,69,4,25,13,20,8,24,12,13,7,6,18,BigTwelve,80,29,55,4,9,18,23,9,48,14,5,4,17,17
1870,BigTwelve,,91,28,71,11,32,24,32,11,44,11,9,3,10,26,BigTwelve,86,28,69,5,19,25,30,8,38,10,5,3,13,24
1871,BigTwelve,@,71,23,58,8,23,17,25,8,22,9,4,1,10,18,BigTwelve,88,33,57,4,13,18,27,11,40,18,4,5,11,18
1872,BigTwelve,@,62,27,64,4,13,4,10,15,36,10,5,2,12,18,BigTwelve,72,23,55,11,30,15,20,7,32,13,5,4,11,16
1873,BigTwelve,N,49,20,66,6,20,3,5,13,28,14,10,2,11,22,BigTwelve,66,22,45,7,17,15,23,7,36,19,2,7,14,15
1874,BigTwelve,,85,31,61,9,22,14,20,6,26,15,6,9,14,21,BigTwelve,88,27,63,13,28,21,26,14,34,15,7,1,14,19
1875,BigTwelve,@,65,24,54,3,19,14,20,12,38,14,5,3,15,20,BigTwelve,77,24,59,10,25,19,22,9,31,11,8,2,7,18
1876,BigTwelve,N,87,31,58,5,12,20,27,10,30,17,6,5,9,24,PacTwelve,85,27,56,8,15,23,33,7,27,17,2,1,9,18
1877,PacTwelve,,60,20,45,4,14,16,24,12,40,13,6,6,11,15,PacTwelve,25,9,45,2,12,5,13,6,19,6,3,1,12,16
1878,PacTwelve,,71,24,57,2,9,21,26,12,34,15,10,4,11,14,PacTwelve,62,25,60,2,12,10,12,11,30,13,5,1,14,19
1879,PacTwelve,@,79,28,52,6,18,17,26,11,37,18,4,2,17,21,PacTwelve,75,26,65,4,13,19,26,15,35,16,12,3,9,24
1880,PacTwelve,@,73,27,58,8,20,11,16,10,28,17,10,4,8,14,PacTwelve,53,22,52,2,10,7,8,8,28,13,7,2,17,17
1881,PacTwelve,,91,34,61,8,15,15,28,9,36,21,5,6,11,22,PacTwelve,68,18,53,7,14,25,33,6,24,7,5,4,17,21
1882,PacTwelve,,69,29,59,3,15,8,14,9,29,16,8,5,7,16,PacTwelve,57,20,52,4,11,13,14,8,29,6,2,2,16,15
1883,PacTwelve,,65,24,60,3,14,14,23,18,38,10,3,3,10,15,PacTwelve,56,19,47,4,13,14,16,6,25,9,5,4,12,20
1884,PacTwelve,@,60,18,50,6,14,18,29,5,33,12,4,4,8,18,PacTwelve,57,21,56,3,12,12,18,7,33,5,1,2,7,23
1885,PacTwelve,@,58,20,62,2,11,16,16,13,38,9,6,4,10,13,PacTwelve,60,25,56,4,8,6,8,3,27,16,6,7,11,16
1886,PacTwelve,,67,22,55,4,16,19,35,15,34,15,3,3,7,14,PacTwelve,65,23,54,6,17,13,20,12,37,14,4,0,11,22
1887,PacTwelve,,76,29,58,3,12,15,23,12,32,15,7,1,8,15,PacTwelve,54,18,46,4,12,14,17,4,23,9,3,5,12,17
1888,PacTwelve,@,66,23,64,4,16,16,30,12,48,9,6,2,15,20,PacTwelve,69,24,60,6,18,15,26,5,33,9,7,9,11,22
1889,PacTwelve,@,67,24,56,5,12,14,19,9,28,12,7,6,13,19,PacTwelve,63,23,53,4,13,13,22,9,30,13,7,4,16,16
1890,PacTwelve,@,88,35,58,8,17,10,19,5,35,24,8,3,6,21,PacTwelve,61,17,52,2,10,25,33,10,30,6,3,1,9,13
1891,PacTwelve,,87,32,63,6,16,17,22,11,38,18,5,4,8,15,PacTwelve,59,24,55,4,16,7,15,5,22,10,3,5,13,16
1892,PacTwelve,,79,26,59,6,14,21,29,10,37,15,4,6,8,17,PacTwelve,66,22,53,4,10,18,21,5,30,8,3,2,10,21
1893,PacTwelve,@,74,24,57,7,19,19,30,7,24,15,8,2,8,18,PacTwelve,69,24,54,5,13,16,29,15,40,8,7,5,16,21
1894,PacTwelve,@,57,22,52,2,11,11,19,7,33,12,7,3,14,17,PacTwelve,64,21,51,10,19,12,19,8,32,8,9,4,15,16
1895,PacTwelve,N,71,27,51,7,18,10,14,6,36,13,5,3,8,16,PacTwelve,39,12,47,2,10,13,16,4,20,7,5,2,11,15
1896,PacTwelve,N,63,23,49,6,17,11,16,11,36,16,7,5,12,16,PacTwelve,43,15,51,4,8,9,14,7,22,5,3,1,9,15
1897,PacTwelve,N,71,28,61,9,22,6,16,6,32,16,7,3,7,15,PacTwelve,75,25,58,4,12,21,25,5,35,16,4,3,8,13
1898,PacTwelve,,65,22,57,2,14,19,28,8,33,8,10,8,11,17,PacTwelve,76,28,60,5,13,15,22,10,37,14,7,1,13,21
1899,PacTwelve,,66,21,50,9,20,15,18,6,33,12,2,5,13,16,PacTwelve,47,18,53,5,19,6,10,7,29,8,9,3,14,17
1900,PacTwelve,@,79,26,56,7,19,20,30,7,41,11,8,4,13,17,PacTwelve,60,22,61,3,17,13,25,12,40,12,5,5,16,20
1901,PacTwelve,@,72,24,56,10,25,14,23,4,28,10,5,3,14,26,PacTwelve,87,27,59,7,12,26,35,9,40,12,8,2,10,21
1902,PacTwelve,,79,26,49,6,14,21,31,6,31,15,4,5,11,23,PacTwelve,75,26,55,8,21,15,22,8,29,8,2,1,12,25
1903,PacTwelve,,72,23,47,9,19,17,21,8,35,13,5,4,16,21,PacTwelve,51,20,47,2,11,9,24,7,26,10,12,4,18,20
1904,PacTwelve,@,89,28,58,9,19,24,33,5,35,17,5,1,13,20,PacTwelve,78,31,66,4,13,12,20,4,32,18,7,3,10,20
1905,PacTwelve,@,70,21,51,11,27,17,25,6,31,9,2,2,13,24,PacTwelve,76,24,61,6,16,22,29,12,35,14,6,5,9,18
1906,PacTwelve,,86,28,65,5,17,25,40,8,40,18,8,8,8,20,PacTwelve,82,30,70,10,16,12,18,12,45,10,1,5,15,27
1907,PacTwelve,,74,21,46,3,15,29,39,5,37,12,3,10,15,16,PacTwelve,72,26,71,6,24,14,18,12,32,12,8,3,7,27
1908,PacTwelve,@,52,17,54,7,25,11,15,5,27,9,5,2,11,19,PacTwelve,61,20,54,1,9,20,26,14,47,11,6,5,14,17
1909,PacTwelve,@,63,20,65,6,27,17,26,11,34,8,9,5,13,28,PacTwelve,86,28,52,5,14,25,35,4,39,14,5,12,15,21
1910,PacTwelve,,76,27,49,10,19,12,16,5,29,18,7,2,13,22,PacTwelve,64,21,53,6,19,16,25,13,32,4,7,6,15,17
1911,PacTwelve,,78,29,56,10,19,10,14,6,31,20,4,5,6,19,PacTwelve,60,22,53,6,16,10,17,5,27,11,2,2,8,14
1912,PacTwelve,@,78,23,60,12,27,20,29,9,30,13,1,5,10,24,PacTwelve,85,29,62,7,16,20,26,11,39,14,6,6,8,20
1913,PacTwelve,@,76,25,61,9,27,17,24,11,29,14,5,4,13,21,PacTwelve,78,28,59,6,13,16,26,16,41,16,7,8,16,24
1914,PacTwelve,N,58,20,50,7,21,11,13,2,23,12,2,1,11,17,PacTwelve,79,28,51,8,18,15,19,4,30,13,7,3,10,12
1915,PacTwelve,@,69,24,57,5,11,16,22,11,34,10,6,1,12,19,PacTwelve,62,24,58,4,14,10,20,11,32,7,4,6,11,20
1916,PacTwelve,@,96,32,61,6,12,26,29,8,34,21,6,4,17,24,PacTwelve,83,26,64,5,19,26,29,10,28,13,7,3,14,22
1917,PacTwelve,@,88,31,60,6,14,20,32,7,28,18,7,3,5,21,PacTwelve,83,27,54,9,17,20,28,3,28,19,2,3,13,29
1918,PacTwelve,,82,33,60,7,13,9,15,7,40,22,4,7,8,19,PacTwelve,56,19,63,2,14,16,23,8,28,12,2,1,7,16
1919,PacTwelve,,76,29,51,5,13,13,20,4,22,20,8,4,9,17,PacTwelve,55,16,47,5,15,18,22,9,28,9,4,4,14,16
1920,PacTwelve,@,69,24,61,5,17,16,25,11,30,12,6,4,6,18,PacTwelve,77,28,54,5,14,16,22,7,33,18,4,3,11,19
1921,PacTwelve,@,64,20,58,4,21,20,27,10,36,10,4,4,11,20,PacTwelve,76,26,58,5,9,19,24,8,34,14,5,5,12,17
1922,PacTwelve,,69,26,63,5,12,12,21,12,35,13,6,4,13,24,PacTwelve,80,23,53,6,14,28,35,5,28,12,7,2,9,18
1923,PacTwelve,@,80,28,60,8,15,16,21,9,35,10,3,1,7,18,PacTwelve,76,21,52,13,28,21,25,7,29,9,2,5,6,16
1924,PacTwelve,@,72,27,63,4,16,14,22,11,36,15,6,3,9,14,PacTwelve,59,23,64,4,21,9,11,13,34,10,5,6,14,15
1925,PacTwelve,,66,24,55,7,18,11,18,8,32,17,3,3,13,20,PacTwelve,86,33,58,8,16,12,22,7,26,21,8,2,6,17
1926,PacTwelve,,77,29,60,5,12,14,19,11,32,17,10,9,9,17,PacTwelve,64,23,53,4,11,14,19,10,31,11,4,6,14,17
1927,PacTwelve,,59,18,46,5,16,18,24,6,33,13,0,7,12,17,PacTwelve,63,20,57,5,18,18,26,12,33,10,5,1,5,21
1928,PacTwelve,,66,23,65,6,21,14,19,12,33,16,5,8,5,12,PacTwelve,65,25,62,6,18,9,14,12,40,8,2,3,12,15
1929,PacTwelve,N,56,22,53,5,22,7,12,7,27,10,8,6,9,12,PacTwelve,59,22,50,6,20,9,14,8,31,10,4,3,12,12
1930,PacTwelve,,107,41,71,11,23,14,18,9,39,22,11,1,10,21,PacTwelve,73,26,62,5,19,16,30,9,33,15,6,7,17,19
1931,PacTwelve,@,69,26,66,6,25,11,18,14,40,12,12,2,11,15,PacTwelve,56,20,50,5,17,11,19,7,37,11,5,5,17,17
1932,PacTwelve,@,69,27,63,9,21,6,8,6,31,15,10,2,15,19,PacTwelve,74,25,53,9,22,15,17,2,28,17,9,3,15,13
1933,PacTwelve,,91,34,65,5,13,18,25,10,29,23,15,5,6,22,PacTwelve,74,22,57,9,24,21,29,16,39,14,3,2,19,16
1934,PacTwelve,@,70,23,51,3,12,21,25,9,27,14,9,3,16,18,PacTwelve,68,21,53,8,24,18,19,7,21,12,8,3,15,21
1935,PacTwelve,@,67,22,57,6,21,17,24,9,31,11,9,4,13,21,PacTwelve,71,24,50,8,18,15,26,10,34,17,7,4,18,16
1936,PacTwelve,@,83,24,60,10,20,25,29,10,34,18,8,3,9,13,PacTwelve,73,27,58,8,24,11,21,8,33,15,5,6,15,20
1937,PacTwelve,,92,35,62,11,22,11,12,7,35,25,6,6,11,13,PacTwelve,74,28,61,7,23,11,15,5,23,17,7,2,12,13
1938,PacTwelve,,80,31,58,7,13,11,17,11,36,16,7,3,9,17,PacTwelve,66,23,55,7,22,13,19,7,27,15,6,4,12,17
1939,PacTwelve,@,74,26,58,6,19,16,21,9,21,16,10,0,12,21,PacTwelve,83,28,45,11,20,16,24,6,23,17,5,6,14,14
1940,PacTwelve,,83,26,66,7,22,24,31,10,36,14,2,2,10,27,PacTwelve,87,24,63,10,28,29,39,13,45,15,6,2,11,23
1941,PacTwelve,,74,24,59,5,13,21,23,8,26,19,11,1,6,19,PacTwelve,69,24,51,7,21,14,23,8,33,14,1,3,16,20
1942,PacTwelve,@,91,32,59,6,14,21,27,9,29,18,9,2,8,14,PacTwelve,82,31,56,9,19,11,15,5,26,16,4,0,13,18
1943,PacTwelve,@,55,18,54,5,23,14,20,2,27,11,7,2,12,23,PacTwelve,73,21,57,10,29,21,32,14,44,14,3,5,10,17
1944,PacTwelve,N,82,30,53,8,16,14,21,7,32,18,9,2,14,13,PacTwelve,63,24,55,8,26,7,10,4,22,9,6,2,17,22
1945,PacTwelve,N,84,30,46,3,13,21,30,6,30,15,8,2,11,22,PacTwelve,59,20,51,6,21,13,19,6,19,9,4,0,12,22
1946,PacTwelve,,64,21,55,5,20,17,27,12,33,10,9,6,7,15,PacTwelve,58,18,48,8,15,14,17,12,36,10,3,2,17,20
1947,PacTwelve,,100,31,55,5,12,33,39,12,39,14,3,6,16,19,PacTwelve,91,33,78,9,25,16,21,17,30,21,9,1,9,26
1948,PacTwelve,@,71,21,51,3,13,26,38,7,32,8,5,3,5,13,PacTwelve,70,27,60,13,23,3,3,5,29,17,4,2,10,22
